id,title,status,rating,score,favorites,load_date,airing,aired_from,aired_to
50985,Chimimo,Not yet aired,None,,0,2022-03-11 20:41:50.925132,f,2022-07-01,
50992,Hi-DRIVERS,Not yet aired,None,,0,2022-03-11 20:41:51.128131,f,,
50993,Shiyakusho,Finished Airing,PG-13 - Teens 13 or older,,1,2022-03-11 20:41:51.287138,f,2022-02-09,
50995,Zenryoku Usagi (Anime Project),Not yet aired,None,,0,2022-03-11 20:41:51.450136,f,,
50997,Ma-eum-uisoli Season 2,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-11 20:41:51.614135,f,2020-05-19,2020-09-29
50998,Ma-eum-uisoli Season 3,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-11 20:41:51.824778,f,2021-05-05,2021-09-29
50999,Extreme Hearts,Not yet aired,None,,1,2022-03-11 20:41:52.059804,f,2022-07-01,
51000,Mao Zhi Ming Specials,Currently Airing,G - All Ages,,3,2022-03-11 20:41:52.209786,t,2022-02-10,
51001,Junior High and High School!!! Kimetsu Academy Story,Finished Airing,PG - Children,,0,2022-03-11 20:41:52.453781,f,,
51002,Artiswitch Music Video Series,Currently Airing,None,,0,2022-03-11 20:41:54.171415,t,2022-02-18,2022-03-18
51004,Ima wo Kakeru Shoujo,Finished Airing,G - All Ages,,0,2022-03-11 20:41:54.399415,f,2016-05-11,
51005,Imaginary Express,Finished Airing,G - All Ages,,0,2022-03-11 20:41:54.549411,f,2020-10-23,
51006,Goyang-i Ibsog-eulo Ttwieodeulda,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-11 20:41:54.760548,f,2010-06-24,
51008,"Kawaru Machi, Kawareru Machi, Ishinomaki feat. Jun",Finished Airing,G - All Ages,,2,2022-03-11 20:41:54.944546,f,2022-02-11,
51009,Jujutsu Kaisen (TV) 2nd Season,Not yet aired,R - 17+ (violence & profanity),,66,2022-03-11 20:41:55.15455,f,2023-01-01,
51013,A Ripple in Time,Finished Airing,PG - Children,6.24,1,2022-03-11 20:41:55.323697,f,2022-02-12,
51014,Aru Kokoro no Tabi,Finished Airing,None,,0,2022-03-11 20:41:55.499696,f,,
51015,Piplup Step,Finished Airing,G - All Ages,7.09,23,2022-03-11 20:41:55.673698,f,2022-02-10,
51016,Helpless void,Finished Airing,None,,0,2022-03-11 20:41:55.882698,f,,
51018,Pochama Sweets,Finished Airing,G - All Ages,,1,2022-03-11 20:41:56.129695,f,2021-08-05,
51019,Kimetsu no Yaiba: Katanakaji no Sato-hen,Not yet aired,R - 17+ (violence & profanity),,201,2022-03-11 20:41:56.303695,f,,
51020,Helck,Not yet aired,None,,2,2022-03-11 20:41:56.541697,f,,
51027,Lian Qi Lianle 300 Nian,Not yet aired,None,,0,2022-03-11 20:41:56.686979,f,,
51028,Shi Shaoxia Gunjue Hao Gudan,Not yet aired,None,,0,2022-03-11 20:41:56.927979,f,2022-07-27,
51029,Yun Zhongju San Zi: Ni Nu Po,Not yet aired,None,,0,2022-03-11 20:41:57.092988,f,2022-01-01,
51031,Nitian Xie Shen (2023),Not yet aired,None,,0,2022-03-11 20:41:57.277978,f,2023-01-06,
51032,Cheng He Titong,Not yet aired,None,,0,2022-03-11 20:41:57.435005,f,2023-01-01,
51033,Daihao: Kuangxin,Not yet aired,None,,0,2022-03-11 20:41:57.629979,f,2022-01-01,
51035,Nanyou Zong Zai Xiuluochang,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-11 20:41:57.783978,f,2019-01-01,
51036,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... Voice Drama,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-11 20:41:58.008978,f,2020-06-24,
51037,Duel Masters King MAX,Not yet aired,G - All Ages,,0,2022-03-11 20:41:58.194981,f,2022-04-03,
51038,Doupo Cangqiong: Yuanqi,Not yet aired,PG-13 - Teens 13 or older,,4,2022-03-11 20:41:58.346978,f,2022-01-01,
51039,Doupo Cangqiong: Nian Fan,Not yet aired,PG-13 - Teens 13 or older,,6,2022-03-11 20:41:58.514978,f,2022-01-01,
51040,Primal,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-11 20:41:58.674336,f,2019-01-01,
51043,Kamigawa: Kagayakeru Sekai,Finished Airing,PG-13 - Teens 13 or older,6.52,5,2022-03-11 20:42:00.411448,f,2022-02-16,
51045,Sode no Kiruto,Finished Airing,PG-13 - Teens 13 or older,,3,2022-03-11 20:42:00.588446,f,2022-02-16,
51047,Kettobashita Moufu,Finished Airing,G - All Ages,,0,2022-03-11 20:42:00.790449,f,2019-09-26,
51048,Imagination of Marathon Runners,Finished Airing,R+ - Mild Nudity,,0,2022-03-11 20:42:00.993447,f,1984-01-01,
51049,Seshi Knight Millcream,Finished Airing,None,,0,2022-03-11 20:42:01.192473,f,,
51050,Saturn,Finished Airing,G - All Ages,,0,2022-03-11 20:42:01.359451,f,2020-03-06,
51051,Dreamland,Finished Airing,G - All Ages,,0,2022-03-11 20:42:01.527474,f,2018-01-01,
51054,An Enormous Delta,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-11 20:42:01.707447,f,2010-01-01,
51055,Saishin Sekai Xin Xin Xiang Yin,Finished Airing,G - All Ages,,0,2022-03-11 20:42:01.885456,f,2016-10-02,
51056,Hitori Iro,Finished Airing,G - All Ages,,0,2022-03-11 20:42:02.107448,f,2021-06-12,
51057,Rainy Boots,Finished Airing,G - All Ages,,0,2022-03-11 20:42:02.275452,f,2021-07-23,
51058,Sphere,Finished Airing,G - All Ages,,0,2022-03-11 20:42:02.507447,f,2020-11-04,
51059,Sayonara Natsu no Hi,Finished Airing,G - All Ages,,0,2022-03-11 20:42:02.690569,f,2021-08-17,
51060,Rapport,Finished Airing,G - All Ages,,0,2022-03-11 20:42:02.936579,f,2021-11-23,
51061,Ginga Dento,Finished Airing,G - All Ages,,0,2022-03-11 20:42:03.133569,f,2021-03-20,
51062,Type S: Chiaki’s Journey,Finished Airing,PG - Children,,0,2022-03-11 20:42:03.315574,f,2022-01-20,
51063,Type S: Chiaki’s Journey,Finished Airing,PG - Children,,0,2022-03-11 20:42:03.512572,f,2022-01-20,
51064,Kuro no Shoukanshi,Not yet aired,None,,3,2022-03-11 20:42:03.662569,f,2022-01-01,
51066,Si Hai Jing Qi 3rd Season,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-11 20:42:03.893572,f,2019-01-01,
51068,Manga “bakemonogatari” shafuto seisaku tokubetsu PV,Finished Airing,None,,2,2022-03-11 20:42:04.065571,f,2022-02-16,
51069,"Ich bin eine Spinne, na und?",Finished Airing,R - 17+ (violence & profanity),,0,2022-03-11 20:42:04.468577,f,,
51071,Pukkulapottas to Mori no Jikan,Finished Airing,G - All Ages,,0,2022-03-11 20:42:05.012669,f,2021-11-05,
51076,Humanity!,Finished Airing,G - All Ages,,0,2022-03-11 20:42:05.405654,f,2021-07-06,
51077,Kaisou Ressha,Finished Airing,G - All Ages,,0,2022-03-11 20:42:06.253661,f,2021-08-09,
51078,11:08,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-11 20:42:07.008423,f,2012-11-07,
51079,Fate/Zero Shinki Tokuten Eizou,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-11 20:42:10.029994,f,2012-02-27,
51080,Egao no Loop,Finished Airing,G - All Ages,,0,2022-03-11 20:42:10.365009,f,2018-12-01,
51082,"World, Before You End",Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-11 20:42:10.677008,f,2022-02-06,
51083,Douluo Dalu: Feng Qi Tang Men,Currently Airing,PG-13 - Teens 13 or older,7.58,4,2022-03-11 20:42:10.990638,t,2022-02-19,2022-05-14
51084,I Wanna,Finished Airing,G - All Ages,,0,2022-03-11 20:42:11.305632,f,2022-02-18,
51085,Kyojin no Hoshi Tokubetsu-hen Hanagata Mitsuru,Finished Airing,None,,0,2022-03-11 20:42:11.630654,f,2002-10-23,2003-01-15
51086,The Kabocha Wine: Ore to Aitsu no Shinkon Ryokou!?,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-11 20:42:12.115634,f,1982-12-27,
51087,Repaint,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-11 20:42:12.389629,f,2022-02-14,
51089,Melt,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-11 20:42:12.67166,f,2022-02-13,
51090,Nag,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-11 20:42:12.98156,f,2021-03-25,
51091,Hologram Circus,Finished Airing,G - All Ages,,0,2022-03-11 20:42:13.295584,f,2020-12-29,
51092,Yurei Deco,Not yet aired,None,,0,2022-03-11 20:42:13.543475,f,2022-07-01,
51095,AEON,Finished Airing,G - All Ages,,0,2022-03-11 20:42:13.896475,f,2019-07-23,
51096,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV) 2nd Season,Not yet aired,PG-13 - Teens 13 or older,,295,2022-03-11 20:42:14.225474,f,2022-07-01,
51097,MahoYome Specials,Finished Airing,G - All Ages,,0,2022-03-11 20:42:14.364477,f,2018-03-24,
51098,Shinobi no Ittoki,Not yet aired,None,,0,2022-03-11 20:42:14.574474,f,2022-01-01,
51099,Mugen no Ao,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-11 20:42:14.704688,f,2022-02-04,
51100,Uma Musume: Pretty Derby - 1st Anniversary Special Animation,Finished Airing,None,,0,2022-03-11 20:42:14.954713,f,2022-02-22,
51105,NieR:Automata,Not yet aired,None,,41,2022-03-11 20:42:15.103525,f,,
51106,Shingeki no Kyojin Chibi Kyara Gekijō to nde ke! Kunren Heidan,Finished Airing,G - All Ages,,0,2022-03-11 20:42:15.295135,f,2013-01-01,
51109,After Hours,Finished Airing,G - All Ages,,1,2022-03-11 20:42:15.428137,f,2020-01-01,
51113,SD Gundam Sangokuden Brave Battle Warriors bd specials,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-11 20:42:15.624133,f,,
51116,Kagami no Kojou,Not yet aired,None,,2,2022-03-11 20:42:15.758139,f,2022-01-01,
51119,Grisaia: Phantom Trigger the Animation (TV),Not yet aired,R - 17+ (violence & profanity),,4,2022-03-11 20:42:16.004136,f,,
51121,Kamen Rider Saber & Kamen Rider Zero-One Manner Movie,Finished Airing,None,,0,2022-03-11 20:42:16.145136,f,,
51122,Ookami to Koushinryou (Shinsaku Anime),Not yet aired,None,,27,2022-03-11 20:42:17.800379,f,,
51123,InaDan Gag Gaiden,Finished Airing,G - All Ages,,0,2022-03-11 20:42:18.018381,f,2012-12-07,2012-12-27
51124,"'"Game & Animation Pilot Film'" '"Inazuma Eleven Ares no Tenbin'"",Finished Airing,G - All Ages,,0,2022-03-11 20:42:18.192378,f,2016-07-27,
51125,Inamori Asuto no Soccer Kyoushitsu,Finished Airing,G - All Ages,,0,2022-03-11 20:42:18.350378,f,2018-08-10,
51127,InaDan Picture Drama,Finished Airing,G - All Ages,,0,2022-03-11 20:42:18.508382,f,2013-06-05,
51128,Noumin Kanren no Skill bakka Agetetara Nazeka Tsuyoku Natta.,Not yet aired,None,,1,2022-03-11 20:42:18.669378,f,2022-01-01,
51129,"Kikkake wa, KitKat de",Finished Airing,G - All Ages,,0,2022-03-11 20:42:18.943382,f,,
51131,Qi Jie Diyi Xian,Currently Airing,PG-13 - Teens 13 or older,,1,2022-03-11 20:42:19.268381,t,2022-02-24,
51132,Akachan Honbuchou 2nd Season,Finished Airing,G - All Ages,,0,2022-03-11 20:42:19.53438,f,2022-01-09,2022-02-27
51133,"Kami nomi zo Shiru Sekai PV Kiss, kiss, kiss...",Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-11 20:42:19.749478,f,2010-08-12,
51135,"Kanojo, Okarishimasu Date Movie",Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-11 20:42:20.047381,f,2020-10-28,2021-01-27
51137,Tonikaku Kawaii: SNS,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-11 20:42:20.197521,f,,
51139,Kizuna AI (Animation Project),Not yet aired,None,,0,2022-03-11 20:42:20.415551,f,,
51141,She Xie Bu Hao Re: Qi Hou Ye Yao Rao,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-11 20:42:20.592549,f,2018-01-01,
51142,"Kikkake wa Kit Kat de,",Finished Airing,None,,0,2022-03-11 20:42:20.853705,f,2022-02-24,
51144,Seikimatsu Densetsu Wonderful Tatsunoko Land,Finished Airing,None,,0,2022-03-11 20:42:21.102691,f,1999-12-01,
51145,Pokemon Legends Arceus,Not yet aired,PG - Children,,16,2022-03-11 20:42:21.30068,f,2022-01-01,
51147,Idol Bu Show Movie,Not yet aired,None,,0,2022-03-11 20:42:21.448678,f,2022-01-01,
51149,Golden Douga Gekijou Specials,Finished Airing,R - 17+ (violence & profanity),,0,2022-03-11 20:42:21.627678,f,2020-07-27,2021-03-26
51150,Metamon to! Upah to Katazuke,Finished Airing,PG - Children,,0,2022-03-11 20:42:21.781678,f,2022-02-11,
51151,Rhythmens Episode 0,Finished Airing,G - All Ages,,0,2022-03-11 20:42:22.018684,f,2021-05-14,
51152,Ruguo Lishi Shi Yiqun Miao: Miao Miao Mi Ya,Finished Airing,G - All Ages,,0,2022-03-11 20:42:22.16268,f,2020-11-24,2021-01-17
51153,Ruguo Lishi Shi Yiqun Miao 5th Season,Finished Airing,G - All Ages,,0,2022-03-11 20:42:22.354679,f,2020-10-11,
51154,I Love Me,Not yet aired,G - All Ages,,1,2022-03-11 20:42:22.494681,f,2022-03-28,2022-03-30
51155,Cap Kakumei Bottleman DX,Not yet aired,G - All Ages,,0,2022-03-11 20:42:22.664681,f,2022-04-03,
51156,Chotto Warareru Gag Gaiden,Finished Airing,G - All Ages,,0,2022-03-11 20:42:24.282775,f,2013-05-28,
51157,Satsuriku Tenshi Jibril PV,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-11 20:42:24.427775,f,2014-04-01,
51158,Minna no Douyou: Shabondama - Oyako de Utau Uta,Finished Airing,G - All Ages,,0,2022-03-11 20:42:24.676775,f,2015-07-22,
51159,Minna no Douyou: Yuuyake Koyake - Utaitsugitai Uta,Finished Airing,G - All Ages,,0,2022-03-11 20:42:24.869782,f,2015-07-22,
51160,Minna no Douyou: Warera wa Umi no Ko - Minna de Utau Uta,Finished Airing,G - All Ages,,0,2022-03-11 20:42:25.038298,f,2015-07-22,
51161,Bokura Mada Underground (2022),Finished Airing,G - All Ages,6.01,0,2022-03-11 20:42:25.206377,f,2022-03-04,
51162,One Piece: Otoshidama Special - Tokubetsu Hou Mugiwara Kaizoku-dan no Himitsu!,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-11 20:42:25.377376,f,2006-01-03,
51163,One Piece: Mugiwara no Ichimi kara no Kansen Yobou Message,Finished Airing,G - All Ages,,0,2022-03-11 20:42:25.548377,f,2020-03-16,
51166,HololiveERROR,Currently Airing,PG-13 - Teens 13 or older,,0,2022-03-11 20:42:25.750375,t,2022-02-18,
51168,Ple Ple Pleiadas Special Edition,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-11 20:42:25.900373,f,2015-09-30,
51169,Tougane! Omatsuri-Bu,Not yet aired,PG-13 - Teens 13 or older,,0,2022-03-11 20:42:26.103373,f,2022-04-05,
51170,86 Part 2 Special Edition: Semete Nigen Taranto,Not yet aired,None,,0,2022-03-11 20:42:26.258375,f,2022-03-05,
51171,Peppa no buta,Finished Airing,G - All Ages,,0,2022-03-11 20:42:26.441376,f,2004-05-31,2019-04-02
51172,Shin Kyojin no Hoshi (Movie),Finished Airing,None,,0,2022-03-11 20:42:26.569374,f,1977-12-01,
51173,miruki☆haiwhei,Finished Airing,G - All Ages,,0,2022-03-11 20:42:26.774471,f,2022-02-23,
51174,miruki☆haiwhei,Finished Airing,G - All Ages,,0,2022-03-11 20:42:26.945468,f,2022-02-23,
51175,Tougane! Omatsuri-Bu,Not yet aired,None,,0,2022-03-11 20:42:27.163467,f,2022-04-04,
51176,Otome Gēmu no Hametsu Furagu Shika Nai Akuyaku Reijō ni Tensei Shite Shimatta X,Finished Airing,None,,0,2022-03-11 20:42:27.29647,f,2021-12-30,
51178,Ni Yian Jian Shen,Finished Airing,None,,0,2022-03-11 20:42:27.485472,f,,
51179,Mushoku Tensei: Isekai Ittara Honki Dasu 2nd Season,Not yet aired,R - 17+ (violence & profanity),,87,2022-03-11 20:42:27.625471,f,,
51180,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV) 3rd Season,Not yet aired,PG-13 - Teens 13 or older,,58,2022-03-11 20:42:27.838467,f,2023-01-01,
51182,Otome Gēmu no Hametsu Furagu Shika Nai Akuyaku Reijō ni Tensei Shite Shimatta X,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-11 20:42:28.031168,f,2021-09-30,
51183,Yin Yang Shi: Ping An Wu Yu 3rd Season,Currently Airing,PG-13 - Teens 13 or older,,2,2022-03-11 20:42:28.270164,t,2022-01-25,2022-04-05
51194,Huyao Xiao Hongniang Movie: Xia Sha,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-11 20:42:28.453166,f,2015-12-11,
51195,Wu Shan Wu Xing,Finished Airing,PG-13 - Teens 13 or older,,3,2022-03-11 20:42:28.651165,f,2016-12-31,
51196,Xing Hai Qishi Part 2,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-11 20:42:30.451387,f,2021-05-19,2021-06-30
51197,Zi Chuan: Yincang Hudong Ju,Currently Airing,PG-13 - Teens 13 or older,,0,2022-03-11 20:42:30.686407,t,2021-12-21,
51198,Xing Hai Qishi: Xinghuo Chongran,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-11 20:42:30.926589,f,2022-01-01,
51211,Go! Go! Tokyo MER: Kinkyuujitai to Tatakau Nakama-tachi,Currently Airing,G - All Ages,,0,2022-03-11 20:42:31.105589,t,2022-01-05,
51212,Futoku no Guild,Not yet aired,None,,5,2022-03-11 20:42:31.267586,f,,
51213,Kinsou no Vermeil: Gakeppuchi Majutsushi wa Saikyou no Yakusai to Mahou Sekai wo Tsukisusumu,Not yet aired,None,,16,2022-03-11 20:42:31.455589,f,2022-07-01,
51215,Seijo no Maryoku wa Bannou Desu 2nd Season,Not yet aired,PG-13 - Teens 13 or older,,19,2022-03-11 20:42:31.637613,f,,
51216,Xin Qin Shi Mingyue,Currently Airing,PG-13 - Teens 13 or older,,0,2022-03-11 20:42:31.84759,t,2021-11-25,
51218,BanG Dream! 5th Anniversary Animation: CiRCLE Thanks Party!,Currently Airing,PG-13 - Teens 13 or older,,0,2022-03-11 20:42:32.088586,t,2022-03-10,2022-03-17
51219,Isekai One Turn Kill Neesan: Ane Douhan no Isekai Seikatsu Hajimemashita,Not yet aired,None,,3,2022-03-11 20:42:32.244593,f,,
51225,Uma Musume: Pretty Derby - 1st Anniversary Special Animation,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-11 20:42:32.462588,f,2022-02-22,
312,Ace wo Nerae! Final Stage,Finished Airing,PG-13 - Teens 13 or older,6.68,4,2022-03-20 18:44:06.641743,f,1989-10-25,1990-04-25
4195,Kodomo no Jikan Ni Gakki,Finished Airing,R - 17+ (violence & profanity),7.06,25,2022-03-20 18:49:02.861221,f,2009-02-20,2009-07-24
10059,Sore Ike! Anpanman: Tsumikijou no Himitsu,Finished Airing,PG - Children,,0,2022-03-20 18:53:25.334253,f,1992-03-14,
11841,Qin Shi Mingyue: Ye Jin Tianming,Finished Airing,PG-13 - Teens 13 or older,6.66,5,2022-03-20 18:54:38.772964,f,2008-07-17,2008-08-03
15905,Qin Shi Mingyue: Wanli Changcheng,Finished Airing,PG-13 - Teens 13 or older,7.08,10,2022-03-20 18:56:08.726903,f,2012-09-30,2014-01-02
19557,"Anpanman to Hajimeyou! Iro, Kazu, Katachi Wakaru ka na Iro, Katachi",Finished Airing,PG - Children,,1,2022-03-20 18:57:50.019112,f,2006-07-26,
26255,Mina no Bousai Murazukuri,Finished Airing,G - All Ages,,0,2022-03-20 19:01:16.148021,f,2008-01-01,
28549,Jishin ga Kitara Dousuru? Mushi Mushi Mura no Bousai Kunren,Finished Airing,G - All Ages,,0,2022-03-20 19:01:58.837281,f,2012-01-01,
29935,Qin Shi Mingyue: Kong Shan Niao Yu,Finished Airing,PG-13 - Teens 13 or older,6.53,5,2022-03-20 19:03:03.584196,f,2014-05-09,2014-07-08
29937,Qin Shi Mingyue: Luosheng Tangxia,Finished Airing,PG-13 - Teens 13 or older,6.25,0,2022-03-20 19:03:03.877962,f,2014-08-13,
33278,Qin Shi Mingyue Tebie Pian: Di Zi Jiang Xi,Finished Airing,PG-13 - Teens 13 or older,6.24,0,2022-03-20 19:07:21.969994,f,2015-02-13,
33396,Hua Jianghu: Bu Liang Ren,Finished Airing,R - 17+ (violence & profanity),6.41,4,2022-03-20 19:07:31.783709,f,2014-07-31,2015-08-27
33925,Hua Jianghu: Bu Liang Ren II,Finished Airing,R - 17+ (violence & profanity),6.4,0,2022-03-20 19:08:18.471426,f,2016-07-21,2017-04-20
35161,Kuunyan no Koutsuu Anzen: Tadashii Jitensha no Norikata,Finished Airing,G - All Ages,,0,2022-03-20 19:10:19.370375,f,,
35321,Haikyuu!! Tokushuu! Haru-kou Volley ni Kaketa Seishun,Finished Airing,PG-13 - Teens 13 or older,7.53,39,2022-03-20 19:10:36.266162,f,2017-08-04,
35806,"Haikyuu!! vs. '"Akaten'"",Finished Airing,PG-13 - Teens 13 or older,7.77,69,2022-03-20 19:11:27.967609,f,2016-05-02,
36732,Qin Shi Mingyue: Tian Xing Jiu Ge,Finished Airing,PG-13 - Teens 13 or older,7.04,9,2022-03-20 19:13:09.434298,f,2016-03-10,2018-07-05
39141,Hua Jianghu: Bu Liang Ren III,Finished Airing,R - 17+ (violence & profanity),,1,2022-03-20 19:17:52.402117,f,2018-10-25,2019-11-12
39823,Qin Shi Mingyue: Tian Xing Jiu Ge 2nd Season,Finished Airing,PG-13 - Teens 13 or older,6.59,3,2022-03-20 19:19:19.462006,f,2019-04-24,2019-11-08
40262,Haikyuu!! Riku vs. Kuu,Finished Airing,PG-13 - Teens 13 or older,7.82,510,2022-03-20 19:20:06.248378,f,2020-01-22,
41946,Shuumatsu no Harem,Finished Airing,R+ - Mild Nudity,6.17,1701,2022-03-20 19:23:07.95385,f,2021-10-08,2022-03-18
42602,"Miloha CM: Oresama ni, Amae Chai na",Finished Airing,G - All Ages,,0,2022-03-20 19:24:13.60827,f,2020-08-02,
42840,Young Alive!: iPS Saibou ga Hiraku Mirai,Finished Airing,G - All Ages,,0,2022-03-20 19:24:40.090105,f,2010-07-17,
44131,Qin Shi Mingyue: Haixing Dadao,Finished Airing,G - All Ages,,0,2022-03-20 19:27:42.064663,f,2012-01-06,
44133,Qin Shi Mingyue: Xiao Chuangjianghu 2nd Season,Finished Airing,G - All Ages,,0,2022-03-20 19:27:42.713028,f,2012-01-01,
44257,Re:Hello World,Finished Airing,PG-13 - Teens 13 or older,,1,2022-03-20 19:28:00.444188,f,2020-06-28,
44383,Qise Zhanji,Finished Airing,PG - Children,,0,2022-03-20 19:28:26.329613,f,,
44497,Galactik Football,Finished Airing,None,,0,2022-03-20 19:28:50.635977,f,2006-06-03,2011-09-27
44604,Hua Jianghu: Bu Liang Ren season1 recap movies,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-20 19:29:15.641214,f,,
44989,Keke Xiao Ai season6,Finished Airing,PG - Children,,0,2022-03-20 19:30:36.097124,f,,
45190,Bun Bun,Finished Airing,PG - Children,,0,2022-03-20 19:31:20.884859,f,2011-01-01,
45493,Kangri Xiao Qibing,Finished Airing,PG - Children,,0,2022-03-20 19:32:25.361012,f,,
46113,Du La Shi Wan Ge Weisheme,Finished Airing,PG - Children,,0,2022-03-20 19:34:22.782653,f,,
46381,Shinkansen Henkei Robo Shinkalion Z the Animation,Finished Airing,PG - Children,,6,2022-03-20 19:35:22.672824,f,2021-04-09,2022-03-18
46895,Wudang Hong Shaonian,Finished Airing,PG - Children,,0,2022-03-20 19:37:12.166392,f,,
47000,Shentan Si Dou Xing,Finished Airing,PG - Children,,0,2022-03-20 19:37:33.073844,f,,
47235,Hen Xiyou season2,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-20 19:38:24.456672,f,,
47398,Chuukou Ikkan!! Kimetsu Gakuen Monogatari: Valentine-hen,Finished Airing,PG-13 - Teens 13 or older,6.7,117,2022-03-20 19:38:55.099765,f,2021-02-14,
47405,Wanmei Shijie,Currently Airing,PG-13 - Teens 13 or older,7.21,44,2022-03-20 19:38:56.941415,t,2021-04-23,
47604,Chao Mini Zhanshi,Finished Airing,PG - Children,,0,2022-03-20 19:39:39.206137,f,,
48455,Beyblade Burst Dynamite Battle,Finished Airing,G - All Ages,6.24,23,2022-03-20 19:42:33.824551,f,2021-04-02,2022-03-18
48569,86 Part 2,Finished Airing,R - 17+ (violence & profanity),8.64,5242,2022-03-20 19:42:49.640993,f,2021-10-03,2022-03-19
49119,Osomatsu-san: Hipipo-Zoku to Kagayaku Kajitsu,Not yet aired,R - 17+ (violence & profanity),,1,2022-03-20 19:43:51.378718,f,2022-07-08,
49223,Ouji no Honmei wa Akuyaku Reijou,Finished Airing,R+ - Mild Nudity,5.88,10,2022-03-20 19:44:07.327459,f,2022-01-10,2022-03-14
49274,Hua Jianghu: Bu Liang Ren IV,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-20 19:44:13.369729,f,2021-04-29,2021-07-08
49332,The Dawn of Ape,Finished Airing,G - All Ages,,0,2022-03-20 19:44:19.828179,f,2019-07-27,
49549,Bai Gui Youeryuan 4th Season,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-20 19:44:48.516825,f,2021-05-28,2021-08-13
49939,Petit Seka,Finished Airing,PG-13 - Teens 13 or older,6.31,15,2022-03-20 19:45:35.946325,f,2022-01-13,2022-03-18
50120,Partner's Territory,Finished Airing,R+ - Mild Nudity,,0,2022-03-20 19:46:08.254403,f,2019-05-29,2020-07-12
50201,Namui BL Manhwa Animation,Finished Airing,PG-13 - Teens 13 or older,,4,2022-03-20 19:46:18.64126,f,2018-01-11,2018-06-14
50227,Love (2020),Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-20 19:46:23.694047,f,2020-07-09,
50398,Wangu Jian Shen,Finished Airing,PG-13 - Teens 13 or older,,2,2022-03-20 19:46:52.131951,f,2021-10-30,2022-03-11
50430,Wo De Yi Jie Zhi Lu,Finished Airing,PG-13 - Teens 13 or older,,2,2022-03-20 19:46:57.687236,f,2022-01-13,2022-03-17
50565,Bing Zhu Qi Hun,Finished Airing,PG-13 - Teens 13 or older,,2,2022-03-20 19:47:18.316869,f,2022-01-04,2022-03-15
50657,Feng Qi Luoyang Zhi Shen Ji Shaonian,Finished Airing,PG-13 - Teens 13 or older,,1,2022-03-20 19:47:33.229033,f,2021-12-17,2022-03-18
50898,Shen Wu Tianzun,Currently Airing,PG-13 - Teens 13 or older,,0,2022-03-20 19:48:06.347625,t,2020-10-05,
50973,Mugen no Ao,Finished Airing,G - All Ages,,0,2022-03-20 19:48:14.306208,f,2022-02-04,
51035,Nanyou Zong Zai Xiuluochang,Currently Airing,PG-13 - Teens 13 or older,,0,2022-03-20 19:48:22.966611,t,2019-01-14,
51181,CiRCLE THANKS PARTY!,Not yet aired,G - All Ages,,0,2022-03-20 19:48:50.537146,f,2022-03-10,2022-03-17
51185,Nonsense Bungaku (2022),Finished Airing,G - All Ages,,0,2022-03-20 19:48:51.036665,f,2022-02-24,
51187,Wo Jia Yezhu Hui Zuo Yao,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-20 19:48:51.227425,f,2017-06-13,2017-07-19
51188,Da Shi Tianxia,Not yet aired,PG-13 - Teens 13 or older,,0,2022-03-20 19:48:51.387556,f,,
